Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Target
53,142,2,2,66,130,33,33,33.0,0.0,65,65,65.0,0.0,1380281.69,28169.01408,47.33333333,75.92320682,135,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,14084.50704,14084.50704,33,65,45.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,57.25,33.0,65.0,64,0,0,0,0,0,0,2,66,2,130,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,31710,2,6,20,11601,20,0,10.0,14.14213562,4380,0,1933.5,1757.789948,366477.4519,252.286345,4530.0,11504.40808,30616,13,30649,30649.0,0.0,30649,30649,31677,6335.4,13634.68923,30723,13,0,0,0,0,52,132,63.07158625,189.2147588,0,4380,1291.222222,1690.960066,2859345.944,0,0,0,1,0,0,0,0,3,1452.625,10.0,1933.5,52,0,0,0,0,0,0,2,20,6,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
80,2002,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2997.002997,400.4,546.1454019,1017,1,2002,400.4,546.1454019,1017,1,0,0.0,0.0,0,0,0,0,0,0,192,0,2997.002997,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,192,0,0,0,0,0,0,6,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
6138,3,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.666666667,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,83658195,9,6,353,11595,353,0,39.22222222,117.6666667,5792,0,1932.5,2179.547086,142.819242,0.179301024,5975585.357,22300000.0,83600000,0,83600000,10400000.0,29500000.0,83600000,0,95476,19095.2,37189.68425,85184,69,0,0,0,0,296,200,0.107580614,0.071720409,0,5792,746.75,1578.224847,2490793.667,0,0,0,0,1,0,0,0,0,796.5333333,39.22222222,1932.5,296,0,0,0,0,0,0,9,353,6,11595,251,235,1,32,981.0,0.0,981,981,83600000.0,0.0,83600000,83600000,DoS Hulk,1
35136,82,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24390.2439,82.0,0.0,82,82,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12195.12195,12195.12195,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,332,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,10567240,7,6,479,11632,479,0,68.42857143,181.0449826,5792,0,1938.666667,2544.918912,1146.089234,1.230217162,880603.3333,2059432.887,5561246,15,5564042,927340.3333,2270641.071,5562267,212,10600000,2113439.0,2900192.706,5561246,15,0,0,0,0,232,200,0.662424626,0.567792536,0,5792,865.0714286,1854.022507,3437399.456,0,0,0,1,0,0,0,0,0,931.6153846,68.42857143,1938.666667,232,0,0,0,0,0,0,7,479,6,11632,29200,235,1,32,920.0,0.0,920,920,5561246.0,0.0,5561246,5561246,DoS GoldenEye,1
53,30949,2,2,78,160,39,39,39.0,0.0,80,80,80.0,0.0,7690.070762,129.2448867,10316.33333,17862.35131,30942,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,64.62244337,64.62244337,39,80,55.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,69.25,39.0,80.0,64,0,0,0,0,0,0,2,78,2,160,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,590887,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,19687.35139,13.53896769,84412.42857,222997.4659,590123,1,539,269.5,379.7163415,538,1,590838,147709.5,294942.425,590123,3,0,0,0,0,72,112,5.077112883,8.461854805,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
22,14018282,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,339.0572397,3.780777131,269582.3462,732811.9802,2781588,3,11800000,592067.85,1049530.165,2832927,537,14000000,452198.3226,909770.5042,2781588,3,0,0,0,0,680,1032,1.498043769,2.282733362,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,1
80,64,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,187500.0,31250.0,64.0,0.0,64,64,64,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0,0,0,40,0,31250.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
51637,3,2,0,37,0,37,0,18.5,26.1629509,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,972,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,8675,3,5,311,11595,311,0,103.6666667,179.5559337,10147,0,2319.0,4420.67608,1372449.568,922.1902017,1239.285714,2525.361539,6870,1,1369,684.5,966.6149699,1368,1,8619,2154.75,3217.812028,6870,4,0,0,0,0,104,168,345.8213256,576.3688761,0,10147,1322.888889,3342.991155,11200000.0,0,0,0,1,0,0,0,0,1,1488.25,103.6666667,2319.0,104,0,0,0,0,0,0,3,311,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
80,36179119,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.055280506,36200000.0,0.0,36200000,36200000,36200000,36200000.0,0.0,36200000,36200000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.055280506,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,296,-1,0,32,0.0,0.0,0,0,36200000.0,0.0,36200000,36200000,DoS GoldenEye,1
80,25727,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,77.73933999,25727.0,0.0,25727,25727,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,38.86967,38.86967,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,251,1114,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,84742104,9,6,343,11595,343,0,38.11111111,114.3333333,5792,0,1932.5,2181.008184,140.8744819,0.177007642,6053007.429,22600000.0,84600000,1,84600000,10600000.0,29900000.0,84600000,1,168438,33687.6,69198.91426,157188,46,0,0,0,0,296,200,0.106204585,0.070803057,0,5792,746.125,1579.065752,2493448.65,0,0,0,0,1,0,0,0,0,795.8666667,38.11111111,1932.5,296,0,0,0,0,0,0,9,343,6,11595,251,235,1,32,1995.0,0.0,1995,1995,84600000.0,0.0,84600000,84600000,DoS Hulk,1
80,655103,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,17757.51294,10.68534261,109183.8333,266933.8669,654060,1,809,404.5,570.6351724,808,1,655057,218352.3333,377334.0374,654060,186,0,0,0,0,72,92,4.579432547,6.105910063,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
80,5663760,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.706244615,1887920.0,3249320.375,5639887,78,5663760,2831880.0,3971121.583,5639887,23873,0,0.0,0.0,0,0,0,0,0,0,104,40,0.529683461,0.176561154,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
60772,100,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20000.0,100.0,0.0,100,100,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10000.0,10000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,332,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,1989,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,9049.773756,2011.060835,663.0,1100.183621,1933,1,1989,994.5,1405.021174,1988,1,0,0.0,0.0,0,0,0,0,0,0,60,32,1508.295626,502.7652086,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
53,23559,2,2,70,126,35,35,35.0,0.0,63,63,63.0,0.0,8319.538181,169.7864935,7853.0,13598.33093,23555,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,84.89324674,84.89324674,35,63,46.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,57.75,35.0,63.0,64,0,0,0,0,0,0,2,70,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,80890711,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,144.1080175,0.173073024,6222362.385,20700000.0,74800000,3,80900000,11600000.0,28000000.0,74800000,3,35805,7161.0,10252.58982,22517,17,0,0,0,0,172,132,0.098898871,0.074174153,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,988.0,0.0,988,988,40400000.0,48700000.0,74800000,6017899,DDoS,1
80,437885,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,26552.63368,20.55334163,54735.625,148231.4834,421333,45,16196,8098.0,11203.39984,16020,176,437813,87562.6,186713.4884,421333,45,0,0,0,0,72,132,6.851113877,13.70222775,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
80,116913420,20,16,1317,2388,439,0,65.85,160.8265738,796,0,149.25,320.8778584,31.69011735,0.307920169,3340383.429,4737719.181,10200000,38,117000000,6153337.895,4941797.377,10200000,284,113000000,7565813.0,4545968.642,10300000,749,0,0,0,0,648,520,0.17106676,0.136853408,0,796,100.1351351,241.9831447,58555.84234,0,0,0,1,0,0,0,0,0,102.9166667,65.85,149.25,648,0,0,0,0,0,0,20,1317,16,2388,29200,290,3,32,129233.3636,346333.2086,1173427,23454,10200000.0,64174.74124,10200000,10000000,BENIGN,0
80,6134907,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.912039742,0.652006624,2044969.0,3541408.239,6134235,328,6134907,2044969.0,3541408.239,6134235,328,0,0.0,0.0,0,0,0,0,0,0,80,0,0.652006624,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,672.0,0.0,672,672,6134235.0,0.0,6134235,6134235,DDoS,1
53,31769,1,1,42,90,42,42,42.0,0.0,90,90,90.0,0.0,4154.993862,62.95445245,31769.0,0.0,31769,31769,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,31.47722623,31.47722623,42,90,58.0,27.71281292,768.0,0,0,0,0,0,0,0,0,1,87.0,42.0,90.0,20,0,0,0,0,0,0,1,42,1,90,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,5531388,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7231458,1843796.0,3192952.531,5530700,157,5531388,2765694.0,3910308.985,5530700,688,0,0.0,0.0,0,0,0,0,0,0,104,40,0.54235935,0.18078645,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - XSS,1
53,201,2,2,104,220,52,52,52.0,0.0,110,110,110.0,0.0,1611940.299,19900.49751,67.0,109.1192009,193,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,9950.248756,9950.248756,52,110,75.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,94.0,52.0,110.0,40,0,0,0,0,0,0,2,104,2,220,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,2013455,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,11.91980948,1.986634914,671151.6667,1161747.392,2012622,311,2013455,671151.6667,1161747.392,2012622,311,0,0.0,0.0,0,0,0,0,0,0,80,0,1.986634914,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
443,18268,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,656.8863587,109.4810598,18268.0,0.0,18268,18268,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,54.74052989,54.74052989,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,0,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
1059,56,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,142857.1429,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,17857.14286,17857.14286,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
8080,88911,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,3869.037577,78.73041581,14818.5,35450.65879,87180,40,88911,29637.0,50786.20628,88279,41,87738,43869.0,61251.0036,87180,558,0,0,0,0,92,72,44.98880903,33.74160678,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot,1
53,72806,1,1,46,102,46,46,46.0,0.0,102,102,102.0,0.0,2032.799495,27.47026344,72806.0,0.0,72806,72806,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13.73513172,13.73513172,46,102,64.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,97.0,46.0,102.0,32,0,0,0,0,0,0,1,46,1,102,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
57489,39,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25641.02564,25641.02564,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,97820751,7,6,296,11595,296,0,42.28571429,111.877484,4344,0,1932.5,1754.831473,121.5590749,0.132896138,8151729.25,28200000.0,97700000,3,97700000,16300000.0,39900000.0,97700000,3,88474,17694.8,33121.77283,76222,15,0,0,0,0,232,200,0.071559459,0.061336679,0,4344,849.3571429,1462.148451,2137878.093,0,0,0,0,1,0,0,0,0,914.6923077,42.28571429,1932.5,232,0,0,0,0,0,0,7,296,6,11595,251,235,1,32,984.0,0.0,984,984,97700000.0,0.0,97700000,97700000,DoS Hulk,1
80,897713,2,4,20,11601,20,0,10.0,14.14213562,7215,0,2900.25,3540.00286,12945.1172,6.683650565,179542.6,391980.786,880619,45,16888,16888.0,0.0,16888,16888,897666,299222.0,503574.0116,880619,161,0,0,0,0,52,92,2.227883522,4.455767044,0,7215,1660.142857,2942.463278,8658090.143,0,0,0,1,0,0,0,0,2,1936.833333,10.0,2900.25,52,0,0,0,0,0,0,2,20,4,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
53,424,2,2,72,170,36,36,36.0,0.0,85,85,85.0,0.0,570754.717,9433.962264,141.3333333,232.7258759,410,2,12,12.0,0.0,12,12,2,2.0,0.0,2,2,0,0,0,0,80,80,4716.981132,4716.981132,36,85,55.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,69.5,36.0,85.0,80,0,0,0,0,0,0,2,72,2,170,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,98262183,8,6,405,11595,399,0,50.625,140.7804141,5792,0,1932.5,2537.820147,122.1222614,0.142475972,7558629.462,27300000.0,98300000,1,98300000,14000000.0,37100000.0,98300000,1,1515,303.0,540.4373229,1265,2,0,0,0,0,252,200,0.081414841,0.061061131,0,5792,800.0,1796.210893,3226373.571,0,0,0,0,1,0,0,0,0,857.1428571,50.625,1932.5,252,0,0,0,0,0,0,8,405,6,11595,251,235,2,20,1020.0,0.0,1020,1020,98300000.0,0.0,98300000,98300000,DoS Hulk,1
80,84968161,5,7,343,11595,331,0,68.6,146.7167339,4344,0,1656.428571,1760.597234,140.4996867,0.141229372,7724378.273,25600000.0,84800000,3,84800000,21200000.0,42400000.0,84800000,3,85000000,14200000.0,34600000.0,84800000,40,0,0,0,0,144,232,0.058845572,0.0823838,0,4344,918.7692308,1498.343372,2245032.859,1,0,0,0,0,0,0,0,1,995.3333333,68.6,1656.428571,144,0,0,0,0,0,0,5,343,7,11595,0,235,2,20,3554.0,0.0,3554,3554,84800000.0,0.0,84800000,84800000,DoS Hulk,1
21,1254,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3189.792663,418.0,643.4586234,1161,45,1254,627.0,818.8296526,1206,48,0,0.0,0.0,0,0,0,0,0,0,104,40,2392.344498,797.4481659,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
53,164,2,2,84,212,42,42,42.0,0.0,106,106,106.0,0.0,1804878.049,24390.2439,54.66666667,89.48929172,158,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12195.12195,12195.12195,42,106,67.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,84.5,42.0,106.0,40,0,0,0,0,0,0,2,84,2,212,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,254800,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,45655.41601,27.47252747,42466.66667,103766.5172,254279,5,462,231.0,240.4163056,401,61,254773,84924.33333,146665.6432,254279,5,0,0,0,0,72,92,11.77394035,15.69858713,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
53,194,2,2,56,88,28,28,28.0,0.0,44,44,44.0,0.0,742268.0412,20618.5567,64.66666667,71.79368589,143,2,2,2.0,0.0,2,2,49,49.0,0.0,49,49,0,0,0,0,40,40,10309.27835,10309.27835,28,44,34.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,43.0,28.0,44.0,40,0,0,0,0,0,0,2,56,2,88,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
9929,79,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,75949.36709,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,12658.22785,12658.22785,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
47564,63,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31746.0317460317,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15873.0158730159,15873.0158730159,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,5300,49232,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
44145,35,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,28571.42857,28571.42857,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,61,342,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,1040833,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,11170.86026,7.686151381,148690.4286,387356.2972,1027070,33,13208,6604.0,8513.565645,12624,584,1040780,260195.0,511286.3212,1027070,176,0,0,0,0,72,112,2.882306768,4.803844613,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
53,201843,2,2,80,398,40,40,40.0,0.0,199,199,199.0,0.0,2368.177247,19.81738282,67281.0,116531.5123,201840,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,80,64,9.908691409,9.908691409,40,199,103.6,87.08788664,7584.3,0,0,0,0,0,0,0,0,1,129.5,40.0,199.0,80,0,0,0,0,0,0,2,80,2,398,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,98495770,6,6,297,11595,297,0,49.5,121.2497423,7240,0,1932.5,2695.639126,120.7361494,0.121832643,8954160.909,29700000.0,98500000,1,98500000,19700000.0,44000000.0,98500000,1,41540,8308.0,13090.31335,30138,65,0,0,0,0,200,200,0.060916322,0.060916322,0,7240,914.7692308,1998.946854,3995788.526,0,0,0,0,1,0,0,0,1,991.0,49.5,1932.5,200,0,0,0,0,0,0,6,297,6,11595,274,235,1,32,2.0,0.0,2,2,98500000.0,0.0,98500000,98500000,DoS Hulk,1
80,85824072,8,6,361,11595,349,0,45.125,122.8139563,5792,0,1932.5,2179.547086,139.3082351,0.163124397,6601851.692,23800000.0,85700000,1,85700000,12200000.0,32400000.0,85700000,1,163462,32692.4,65376.78578,149146,52,0,0,0,0,240,200,0.093213941,0.069910456,0,5792,797.0666667,1620.22064,2625114.924,0,0,0,0,1,0,0,0,0,854.0,45.125,1932.5,240,0,0,0,0,0,0,8,361,6,11595,251,235,3,20,1984.0,0.0,1984,1984,85700000.0,0.0,85700000,85700000,DoS Hulk,1
80,86017932,4,7,380,11595,374,0,95.0,186.0215041,5792,0,1656.428571,2118.227235,139.2151581,0.127880312,8601793.2,27100000.0,85900000,4,85900000,28600000.0,49600000.0,85900000,4,153713,25618.83333,56868.58677,141297,17,0,0,0,0,124,232,0.046501932,0.08137838,0,5792,998.4166667,1765.97969,3118684.265,1,0,0,0,0,0,0,0,1,1089.181818,95.0,1656.428571,124,0,0,0,0,0,0,4,380,7,11595,0,235,1,20,0.0,0.0,0,0,85900000.0,0.0,85900000,85900000,DoS Hulk,1
41249,1918114,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,18.76843608,3.12807268,383622.8,837748.5074,1882134,2,0,0.0,0.0,0,0,1904975,476243.75,937321.9723,1882134,2,0,0,0,0,20,100,0.521345447,2.606727233,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
53,125458,1,1,53,116,53,53,53.0,0.0,116,116,116.0,0.0,1347.064356,15.94159001,125458.0,0.0,125458,125458,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,7.970795007,7.970795007,53,116,74.0,36.37306696,1323.0,0,0,0,0,0,0,0,0,1,111.0,53.0,116.0,20,0,0,0,0,0,0,1,53,1,116,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,1439066,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,8083.71541,5.559161289,205580.8571,543566.6095,1438274,5,587,293.5,341.5325753,535,52,1439021,359755.25,719012.5381,1438274,5,0,0,0,0,72,112,2.084685484,3.474475806,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
